registration,source_path,source_line,hotkeyToken,hotkey,scopeId,parentScopeId,description,displayPriority,handlerPriority,condition,hide,runWithInputFocused,activateCommandScope,activateCommandScopeId,registrationType,tags,keywords,dynamic_context,raw_excerpt,review_status
registerHotkey,apps/web/src/features/next-soup/actions/use-block-entity-commands.ts,333,TOKENS.entity.action.copyBranchName,['shift+cmd+b'],,,'Copy branch name',10,,() => { const entity = getEntity(); return entity !== undefined && copyBranchNameAction.canExecute(entity); },,,,,,[HotkeyTags.SelectionModification],,False,"{ hotkey: ['shift+cmd+b'], hotkeyToken: TOKENS.entity.action.copyBranchName, scopeId, description: 'Copy branch name', keyDownHandler: () => { const entity = getEntity(); if (!entity) return false; if (!copyBranchNameAction.canExecute(entity)) return false; copyBranchNameAction.execute([entity]); return true; }, condition: () => { const entity = getEntity(); return entity !== undefined && copyBranch",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-block-entity-commands.ts,360,TOKENS.entity.action.copyEntityId,,,,'Copy ID',10,,,,,,,,[HotkeyTags.SelectionModification],,False,"{ hotkeyToken: TOKENS.entity.action.copyEntityId, scopeId, description: 'Copy ID', keyDownHandler: () => { copyEntityIdAction.executeById(blockId); return true; }, displayPriority: 10, tags: [HotkeyTags.SelectionModification], }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-block-entity-commands.ts,375,TOKENS.entity.action.createReminder,['h'],,,'Remind me',10,,() => { if (!canUseReminderHotkey()) return false; const entity = getEntity(); return entity !== undefined && createReminderAction.canExecute(entity); },,,,,'add',[HotkeyTags.SelectionModification],,False,"{ hotkey: ['h'], hotkeyToken: TOKENS.entity.action.createReminder, scopeId, description: 'Remind me', keyDownHandler: runCreateReminder, condition: () => { if (!canUseReminderHotkey()) return false; const entity = getEntity(); return entity !== undefined && createReminderAction.canExecute(entity); }, registrationType: 'add', displayPriority: 10, tags: [HotkeyTags.SelectionModification], }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-block-entity-commands.ts,393,,,,,'Remind me',10,,() => { if (canUseReminderHotkey()) return false; const entity = getEntity(); return entity !== undefined && createReminderAction.canExecute(entity); },,,,,,[HotkeyTags.SelectionModification],,False,"{ scopeId, description: 'Remind me', keyDownHandler: runCreateReminder, condition: () => { if (canUseReminderHotkey()) return false; const entity = getEntity(); return entity !== undefined && createReminderAction.canExecute(entity); }, displayPriority: 10, tags: [HotkeyTags.SelectionModification], }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-block-entity-commands.ts,407,TOKENS.entity.action.properties,['shift+cmd+o'],,,'Open property editor',10,,() => { const entity = getEntity(); return entity !== undefined && isTaskEntity(entity); },,,,,,[HotkeyTags.SelectionModification],,False,"{ hotkey: ['shift+cmd+o'], hotkeyToken: TOKENS.entity.action.properties, scopeId, description: 'Open property editor', keyDownHandler: () => { openPropertyEditorIfSelected('selector'); return true; }, condition: () => { const entity = getEntity(); return entity !== undefined && isTaskEntity(entity); }, displayPriority: 10, tags: [HotkeyTags.SelectionModification], }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-block-entity-commands.ts,425,TOKENS.entity.action.tags,['t'],,,'Tag item',10,,() => { const entity = getEntity(); return entity !== undefined && canAssignTags(entity); },,,,,,[HotkeyTags.SelectionModification],,False,"{ hotkey: ['t'], hotkeyToken: TOKENS.entity.action.tags, scopeId, description: 'Tag item', keyDownHandler: () => { const entity = getEntity(); if (!entity) return false; openPropertyEditor([entity], 'tag', undefined, { restoreFocus: () => { if (soup) return restoreSoupFocus(entity.id); }, }); return true; }, condition: () => { const entity = getEntity(); return entity",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-block-entity-commands.ts,449,TOKENS.entity.action.priority,['shift+cmd+p'],,,'Set priority',10,,() => { const entity = getEntity(); return ( entity !== undefined && isTaskEntity(entity) && Boolean(priority()) ); },,,,,,[HotkeyTags.SelectionModification],,False,"{ hotkey: ['shift+cmd+p'], hotkeyToken: TOKENS.entity.action.priority, scopeId, description: 'Set priority', keyDownHandler: () => { openPropertyEditorIfSelected('direct', priority()); return true; }, condition: () => { const entity = getEntity(); return ( entity !== undefined && isTaskEntity(entity) && Boolean(priority()) ); }, displayPriority: 10, tags: [HotkeyTags.SelectionModificatio",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-block-entity-commands.ts,469,TOKENS.entity.action.assignee,['shift+cmd+a'],,,'Set assignee',10,,() => { const entity = getEntity(); return ( entity !== undefined && isTaskEntity(entity) && Boolean(assignees()) ); },,,,,,[HotkeyTags.SelectionModification],,False,"{ hotkey: ['shift+cmd+a'], hotkeyToken: TOKENS.entity.action.assignee, scopeId, description: 'Set assignee', keyDownHandler: () => { openPropertyEditorIfSelected('direct', assignees()); return true; }, condition: () => { const entity = getEntity(); return ( entity !== undefined && isTaskEntity(entity) && Boolean(assignees()) ); }, displayPriority: 10, tags: [HotkeyTags.SelectionModificat",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-block-entity-commands.ts,489,TOKENS.entity.action.status,['shift+cmd+s'],,,'Set status',10,,() => { const entity = getEntity(); return ( entity !== undefined && isTaskEntity(entity) && Boolean(status()) ); },,,,,,[HotkeyTags.SelectionModification],,False,"{ hotkey: ['shift+cmd+s'], hotkeyToken: TOKENS.entity.action.status, scopeId, description: 'Set status', keyDownHandler: () => { openPropertyEditorIfSelected('direct', status()); return true; }, condition: () => { const entity = getEntity(); return ( entity !== undefined && isTaskEntity(entity) && Boolean(status()) ); }, displayPriority: 10, tags: [HotkeyTags.SelectionModification],",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,164,TOKENS.entity.action.markDone,['e'],,,'Mark done',10,,"() => { if (condition && !condition()) return false; const contentId = splitHandle?.content().id; const soupViewTab = options.activeSoupViewTab?.(); if ( !isListViewID(contentId) || (soupViewTab && !canExecuteMarkDoneOnView(contentId, soupViewTab)) ) return false; const entities = getEntitiesForAction(); return entities.length > 0 && entities.every(markDone.canExecute); }",,,,,,[HotkeyTags.SelectionModification],,False,"{ hotkey: ['e'], hotkeyToken: TOKENS.entity.action.markDone, scopeId, description: 'Mark done', keyDownHandler: () => { const entities = getEntitiesForAction(); if (entities.length === 0) return false; if (!entities.every(markDone.canExecute)) return false; markDone.executeWithSoup(entities, soup, openNextEntity); return true; }, condition: () => { if (condition && !condition()) return false; const contentId = splitHandle?.c",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,198,TOKENS.entity.action.markNotDone,['shift+e'],,,'Mark as not done',10,,"() => { if (condition && !condition()) return false; const contentId = splitHandle?.content().id; const soupViewTab = options.activeSoupViewTab?.(); if ( !isListViewID(contentId) || (soupViewTab && !canExecuteMarkDoneOnView(contentId, soupViewTab)) ) return false; const entities = getEntitiesForAction(); return entities.length > 0 && entities.every(markNotDone.canExecute); }",,,,,,[HotkeyTags.SelectionModification],,False,"{ hotkey: ['shift+e'], hotkeyToken: TOKENS.entity.action.markNotDone, scopeId, description: 'Mark as not done', keyDownHandler: () => { const entities = getEntitiesForAction(); if (entities.length === 0) return false; if (!entities.every(markNotDone.canExecute)) return false; markNotDone.executeWithSoup(entities, soup); return true; }, condition: () => { if (condition && !condition()) return false; const contentId = splitHan",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,232,TOKENS.entity.action.markUnread,['u'],,,'Mark unread',9,,() => { if (condition && !condition()) return false; const entities = getEntitiesForAction(); return entities.length > 0 && entities.every(markUnread.canExecute); },,,,,,[HotkeyTags.SelectionModification],,False,"{ hotkey: ['u'], hotkeyToken: TOKENS.entity.action.markUnread, scopeId, description: 'Mark unread', keyDownHandler: () => { const entities = getEntitiesForAction(); if (entities.length === 0) return false; if (!entities.every(markUnread.canExecute)) return false; markUnread.executeWithSoup(entities, soup); return true; }, condition: () => { if (condition && !condition()) return false; const entities = getEntitiesForAction();",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,255,TOKENS.entity.action.markRead,['shift+u'],,,'Mark read',9,,() => { if (condition && !condition()) return false; const entities = getEntitiesForAction(); return ( entities.length > 0 && entities.every((e) => e.type === 'email') && entities.some(markRead.canExecute) ); },,,,,,[HotkeyTags.SelectionModification],,False,"{ hotkey: ['shift+u'], hotkeyToken: TOKENS.entity.action.markRead, scopeId, description: 'Mark read', keyDownHandler: () => { const entities = getEntitiesForAction(); if (entities.length === 0) return false; if (!entities.some(markRead.canExecute)) return false; markRead.executeWithSoup(entities, soup); return true; }, condition: () => { if (condition && !condition()) return false; const entities = getEntitiesForAction();",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,282,TOKENS.entity.action.delete,"['delete', 'backspace']",,,() => { const count = getEntitiesForAction().length; return count > 1 ? 'Delete items' : 'Delete item'; },10,,() => { if (condition && !condition()) return false; const entities = getEntitiesForAction(); return entities.length > 0 && entities.every(deleteAction.canExecute); },,,,,,[HotkeyTags.SelectionModification],,False,"{ hotkey: ['delete', 'backspace'], hotkeyToken: TOKENS.entity.action.delete, scopeId, description: () => { const count = getEntitiesForAction().length; return count > 1 ? 'Delete items' : 'Delete item'; }, keyDownHandler: () => { const entities = getEntitiesForAction(); if (entities.length === 0) return false; if (!entities.every(deleteAction.canExecute)) return false; deleteAction.executeWithSoup(entities, soup); return true;",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,323,TOKENS.entity.action.rename,['r'],,,() => { if (editsReminder()) return 'Edit reminder'; const count = getEntitiesForAction().length; return count > 1 ? 'Rename items' : 'Rename item'; },10,,() => { if (condition && !condition()) return false; if (editsReminder()) return true; const entities = getEntitiesForAction(); return entities.length > 0 && entities.every(renameAction.canExecute); },,,,,,[HotkeyTags.SelectionModification],,False,"{ hotkey: ['r'], hotkeyToken: TOKENS.entity.action.rename, scopeId, description: () => { if (editsReminder()) return 'Edit reminder'; const count = getEntitiesForAction().length; return count > 1 ? 'Rename items' : 'Rename item'; }, keyDownHandler: () => { const entities = getEntitiesForAction(); if (entities.length === 0) return false; if (editsReminder()) { editReminderAction.executeWithSoup(entities, soup); return tr",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,357,TOKENS.entity.action.favorite,['opt+f'],,,() => { const entities = getEntitiesForAction(); const allFavorited = entities.length > 0 && entities.every((entity) => favoriteAction.isFavorited(entity)); return allFavorited ? 'Unfavorite' : 'Favorite'; },10,,() => { if (condition && !condition()) return false; const entities = getEntitiesForAction(); return entities.length > 0 && entities.every(favoriteAction.canExecute); },,,,,,[HotkeyTags.SelectionModification],,False,"{ hotkey: ['opt+f'], hotkeyToken: TOKENS.entity.action.favorite, scopeId, description: () => { const entities = getEntitiesForAction(); const allFavorited = entities.length > 0 && entities.every((entity) => favoriteAction.isFavorited(entity)); return allFavorited ? 'Unfavorite' : 'Favorite'; }, keyDownHandler: () => { const entities = getEntitiesForAction(); if (entities.length === 0) return false; if (!entities.every(fa",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,386,TOKENS.entity.action.copy,['cmd+d'],,,() => { const count = getEntitiesForAction().length; return count > 1 ? 'Duplicate items' : 'Duplicate item'; },10,,() => { if (condition && !condition()) return false; const entities = getEntitiesForAction(); return entities.length > 0 && entities.every(copyAction.canExecute); },,,,,,[HotkeyTags.SelectionModification],,False,"{ hotkey: ['cmd+d'], hotkeyToken: TOKENS.entity.action.copy, scopeId, description: () => { const count = getEntitiesForAction().length; return count > 1 ? 'Duplicate items' : 'Duplicate item'; }, keyDownHandler: () => { const entities = getEntitiesForAction(); if (entities.length === 0) return false; if (!entities.every(copyAction.canExecute)) return false; copyAction.executeWithSoup(entities, soup); return true; }, condi",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,412,TOKENS.entity.action.moveToFolder,['m'],,,() => { const count = getEntitiesForAction().length; return count > 1 ? 'Move items to folder' : 'Move to folder'; },10,,() => { if (condition && !condition()) return false; const entities = getEntitiesForAction(); return ( entities.length > 0 && entities.every(moveToProjectAction.canExecute) ); },,,,,,[HotkeyTags.SelectionModification],,False,"{ hotkey: ['m'], hotkeyToken: TOKENS.entity.action.moveToFolder, scopeId, description: () => { const count = getEntitiesForAction().length; return count > 1 ? 'Move items to folder' : 'Move to folder'; }, keyDownHandler: () => { const entities = getEntitiesForAction(); if (entities.length === 0) return false; if (!entities.every(moveToProjectAction.canExecute)) return false; moveToProjectAction.executeWithSoup(entities, soup); re",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,440,TOKENS.entity.action.copyLink,['shift+cmd+c'],,,'Copy link',10,,() => { if (condition && !condition()) return false; const entities = getEntitiesForAction(); return entities.length === 1 && copyLinkAction.canExecute(entities[0]); },,,,,,[HotkeyTags.SelectionModification],,False,"{ hotkey: ['shift+cmd+c'], hotkeyToken: TOKENS.entity.action.copyLink, scopeId, description: 'Copy link', keyDownHandler: () => { const entities = getEntitiesForAction(); if (entities.length === 0) return false; if (!copyLinkAction.canExecute(entities[0])) return false; copyLinkAction.executeWithSoup(entities, soup); return true; }, condition: () => { if (condition && !condition()) return false; const entities = getEntitiesFor",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,462,TOKENS.entity.action.copyBranchName,['shift+cmd+b'],,,'Copy branch name',10,,() => { if (condition && !condition()) return false; const entities = getEntitiesForAction(); return ( entities.length === 1 && copyBranchNameAction.canExecute(entities[0]) ); },,,,,,[HotkeyTags.SelectionModification],,False,"{ hotkey: ['shift+cmd+b'], hotkeyToken: TOKENS.entity.action.copyBranchName, scopeId, description: 'Copy branch name', keyDownHandler: () => { const entities = getEntitiesForAction(); if (entities.length === 0) return false; if (!copyBranchNameAction.canExecute(entities[0])) return false; copyBranchNameAction.executeWithSoup(entities, soup); return true; }, condition: () => { if (condition && !condition()) return false; const",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,486,TOKENS.entity.action.copyEntityId,,,,'Copy ID',10,,() => { if (condition && !condition()) return false; const entities = getEntitiesForAction(); return ( entities.length === 1 && copyEntityIdAction.canExecute(entities[0]) ); },,,,,,[HotkeyTags.SelectionModification],,False,"{ hotkeyToken: TOKENS.entity.action.copyEntityId, scopeId, description: 'Copy ID', keyDownHandler: () => { const entities = getEntitiesForAction(); if (entities.length === 0) return false; if (!copyEntityIdAction.canExecute(entities[0])) return false; copyEntityIdAction.executeWithSoup(entities, soup); return true; }, condition: () => { if (condition && !condition()) return false; const entities = getEntitiesForAction(); ret",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,512,TOKENS.entity.action.createReminder,['h'],,,'Remind me',10,,() => { if (condition && !condition()) return false; const entities = getEntitiesForAction(); return ( entities.length === 1 && createReminderAction.canExecute(entities[0]) ); },,,,,'add',[HotkeyTags.SelectionModification],,False,"{ hotkey: ['h'], hotkeyToken: TOKENS.entity.action.createReminder, scopeId, description: 'Remind me', keyDownHandler: () => { const entities = getEntitiesForAction(); if (entities.length !== 1) return false; if (!createReminderAction.canExecute(entities[0])) return false; createReminderAction.executeWithSoup(entities, soup); return true; }, condition: () => { if (condition && !condition()) return false; const entities = getEnt",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,537,TOKENS.entity.action.share,,,,'Share',10,,() => { if (condition && !condition()) return false; const entities = getEntitiesForAction(); return entities.length === 1 && isShareableEntityType(entities[0].type); },,,,,,[HotkeyTags.SelectionModification],,False,"{ hotkeyToken: TOKENS.entity.action.share, scopeId, description: 'Share', keyDownHandler: () => { const entities = getEntitiesForAction(); if (entities.length === 0) return false; if (!shareAction.canExecute(entities[0])) return false; shareAction.executeWithSoup(entities, soup); return true; }, condition: () => { if (condition && !condition()) return false; const entities = getEntitiesForAction(); return entities.length ===",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,558,TOKENS.entity.action.properties,['shift+cmd+o'],,,'Open property editor',10,,() => { if (condition && !condition()) return false; const entities = getEntitiesForAction(); return entities.length > 0 && entities.every(isTaskEntity); },,,,,,[HotkeyTags.SelectionModification],,False,"{ hotkey: ['shift+cmd+o'], hotkeyToken: TOKENS.entity.action.properties, tags: [HotkeyTags.SelectionModification], displayPriority: 10, description: 'Open property editor', keyDownHandler: () => { openPropertyEditorIfSelected('selector'); return true; }, condition: () => { if (condition && !condition()) return false; const entities = getEntitiesForAction(); return entities.length > 0 && entities.every(isTaskEntity); }, scopeId",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,577,TOKENS.entity.action.tags,['t'],,,() => { const count = getEntitiesForAction().length; return count > 1 ? 'Tag items' : 'Tag item'; },10,,() => { if (condition && !condition()) return false; const entities = getEntitiesForAction(); return entities.length > 0 && entities.every(canAssignTags); },,,,,,[HotkeyTags.SelectionModification],,False,"{ hotkey: ['t'], hotkeyToken: TOKENS.entity.action.tags, tags: [HotkeyTags.SelectionModification], displayPriority: 10, description: () => { const count = getEntitiesForAction().length; return count > 1 ? 'Tag items' : 'Tag item'; }, keyDownHandler: () => { const entities = getEntitiesForAction(); if (entities.length === 0) return false; openPropertyEditor(entities, 'tag', undefined, { restoreFocus: () => restoreSoupFocus(entities",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,603,TOKENS.entity.action.priority,['shift+cmd+p'],,,'Set priority',10,,() => { if (condition && !condition()) return false; const entities = getEntitiesForAction(); return ( entities.length > 0 && entities.every(isTaskEntity) && Boolean(priority()) ); },,,,,,[HotkeyTags.SelectionModification],,False,"{ hotkey: ['shift+cmd+p'], hotkeyToken: TOKENS.entity.action.priority, tags: [HotkeyTags.SelectionModification], displayPriority: 10, description: 'Set priority', keyDownHandler: () => { openPropertyEditorIfSelected('direct', priority()); return true; }, condition: () => { if (condition && !condition()) return false; const entities = getEntitiesForAction(); return ( entities.length > 0 && entities.every(isTaskEntity) &",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,626,TOKENS.entity.action.assignee,['shift+cmd+a'],,,'Set assignee',10,,() => { if (condition && !condition()) return false; const entities = getEntitiesForAction(); return ( entities.length > 0 && entities.every(isTaskEntity) && Boolean(assignees()) ); },,,,,,[HotkeyTags.SelectionModification],,False,"{ hotkey: ['shift+cmd+a'], hotkeyToken: TOKENS.entity.action.assignee, tags: [HotkeyTags.SelectionModification], displayPriority: 10, description: 'Set assignee', keyDownHandler: () => { openPropertyEditorIfSelected('direct', assignees()); return true; }, condition: () => { if (condition && !condition()) return false; const entities = getEntitiesForAction(); return ( entities.length > 0 && entities.every(isTaskEntity)",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,649,TOKENS.entity.action.status,['shift+cmd+s'],,,'Set status',10,,() => { if (condition && !condition()) return false; const entities = getEntitiesForAction(); return ( entities.length > 0 && entities.every(isTaskEntity) && Boolean(status()) ); },,,,,,[HotkeyTags.SelectionModification],,False,"{ hotkey: ['shift+cmd+s'], hotkeyToken: TOKENS.entity.action.status, tags: [HotkeyTags.SelectionModification], displayPriority: 10, description: 'Set status', keyDownHandler: () => { openPropertyEditorIfSelected('direct', status()); return true; }, condition: () => { if (condition && !condition()) return false; const entities = getEntitiesForAction(); return ( entities.length > 0 && entities.every(isTaskEntity) && Boolean(stat",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,681,token,,,,label,10,,() => { if (condition && !condition()) return false; const entities = getEntitiesForAction(); return ( entities.length > 0 && entities.every(setCompanyPropertyAction.canExecute) ); },,,,,,[HotkeyTags.SelectionModification],,True,"{ hotkeyToken: token, tags: [HotkeyTags.SelectionModification], displayPriority: 10, description: label, keyDownHandler: () => { const entities = getEntitiesForAction(); if (entities.length === 0) return false; if (!entities.every(setCompanyPropertyAction.canExecute)) return false; setCompanyPropertyAction.execute(entities, field); return true; }, condition: () => { if (condition && !condition()) return fal",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/soup-view/filters-bar/search/search-filters-row.tsx,19,TOKENS.soup.filter,'f',panel.splitHotkeyScope,,'Filter by type',,,,,,,,,,,False,"{ hotkey: 'f', scopeId: panel.splitHotkeyScope, description: 'Filter by type', hotkeyToken: TOKENS.soup.filter, keyDownHandler: () => { setTypeMenuOpen(true); return true; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/soup-view/filters-bar/soup-view-context-sort.tsx,28,TOKENS.soup.sort,'s',panel.splitHotkeyScope,,'Open sort menu',,,,,,,,,,,False,"{ hotkey: 's', scopeId: panel.splitHotkeyScope, description: 'Open sort menu', hotkeyToken: TOKENS.soup.sort, keyDownHandler: () => { setSortOpen(true); return true; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/soup-view/filters-bar/soup-view-search-bar.tsx,118,,['cmd+f'],panel.splitHotkeyScope,,'Search',,,,,true,,,'add',,,False,"{ hotkey: ['cmd+f'], scopeId: panel.splitHotkeyScope, registrationType: 'add', description: 'Search', runWithInputFocused: true, keyDownHandler: () => { editor.controls.focus(); editor.controls.getLexical().update(() => $selectAll()); return true; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/soup-view/filters-bar/unified-filter-dropdown.tsx,836,TOKENS.soup.filter,'f',panel.splitHotkeyScope,,'Open filter menu',,,,,,,,,,,False,"{ hotkey: 'f', scopeId: panel.splitHotkeyScope, description: 'Open filter menu', hotkeyToken: TOKENS.soup.filter, keyDownHandler: () => { setOpen(true); return true; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/soup-view/search-ask-ai-button.tsx,32,TOKENS.soup.askAi,'tab',panel.splitHotkeyScope,,'Ask AI',,,,,true,,,,,,False,"{ hotkey: 'tab', hotkeyToken: TOKENS.soup.askAi, scopeId: panel.splitHotkeyScope, description: 'Ask AI', keyDownHandler: () => { askAi(); return true; }, runWithInputFocused: true, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/soup-view/soup-view.tsx,507,TOKENS.soup.openSearch,'cmd+f',panel.splitHotkeyScope,,'Search',,,,,,,,'add',,,False,"{ hotkey: 'cmd+f', hotkeyToken: TOKENS.soup.openSearch, scopeId: panel.splitHotkeyScope, registrationType: 'add', description: 'Search', keyDownHandler: () => { if (isMobile()) { if (mobileSearchOpen()) return false; setMobileSearchOpen(true); return true; } if (narrowSearchExpanded() || !searchIsCollapsed()) return false; setNarrowSearchExpanded(true); return true; }, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/soup-view/use-soup-navigation-hotkeys.ts,262,TOKENS.entity.step.end,['j'],,,'Down',,,canRunListNavigation,true,,,,,,,False,"{ hotkey: ['j'], scopeId, description: 'Down', hotkeyToken: TOKENS.entity.step.end, condition: canRunListNavigation, keyDownHandler: navigateDown, hide: true, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/soup-view/use-soup-navigation-hotkeys.ts,272,,['arrowdown'],,,'Down',,,,true,,,,,,,False,"{ hotkey: ['arrowdown'], scopeId, description: 'Down', keyDownHandler: navigateDown, hide: true, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/soup-view/use-soup-navigation-hotkeys.ts,283,TOKENS.entity.step.start,['k'],,,'Up',,,canRunListNavigation,true,,,,,,,False,"{ hotkey: ['k'], scopeId, hotkeyToken: TOKENS.entity.step.start, description: 'Up', condition: canRunListNavigation, keyDownHandler: navigateUp, hide: true, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/soup-view/use-soup-navigation-hotkeys.ts,293,,['arrowup'],,,'Up',,,,true,,,,,,,False,"{ hotkey: ['arrowup'], scopeId, description: 'Up', keyDownHandler: navigateUp, hide: true, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/soup-view/use-soup-navigation-hotkeys.ts,302,TOKENS.entity.select.start,"['shift+arrowup', 'shift+k']",,,'Select up',,,,true,,,,,,,False,"{ hotkey: ['shift+arrowup', 'shift+k'], scopeId, description: 'Select up', hotkeyToken: TOKENS.entity.select.start, keyDownHandler: () => { return handleNavigationSelection(-1); }, hide: true, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/soup-view/use-soup-navigation-hotkeys.ts,314,TOKENS.entity.select.end,"['shift+arrowdown', 'shift+j']",,,'Select down',,,,true,,,,,,,False,"{ hotkey: ['shift+arrowdown', 'shift+j'], scopeId, description: 'Select down', hotkeyToken: TOKENS.entity.select.end, keyDownHandler: () => { return handleNavigationSelection(1); }, hide: true, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/soup-view/use-soup-navigation-hotkeys.ts,352,TOKENS.unifiedList.navigation.parent,"['h', 'arrowleft']",,,'Collapse item',,4,,true,,,,'add',,,False,"{ hotkey: ['h', 'arrowleft'], scopeId, description: 'Collapse item', hotkeyToken: TOKENS.unifiedList.navigation.parent, keyDownHandler: () => { const groupHandled = toggleFocusedGroupHeader(false); if (groupHandled !== undefined) return groupHandled; const toggle = getCollapsibleToggle(); if (toggle?.dataset.collapsibleState === 'expanded') { toggle.click(); return true; } // From a child row, collapse its parent group and",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/soup-view/use-soup-navigation-hotkeys.ts,383,TOKENS.unifiedList.navigation.child,"['l', 'arrowright']",,,'Expand item',,4,,true,,,,'add',,,False,"{ hotkey: ['l', 'arrowright'], scopeId, description: 'Expand item', hotkeyToken: TOKENS.unifiedList.navigation.child, keyDownHandler: () => { const groupHandled = toggleFocusedGroupHeader(true); if (groupHandled !== undefined) return groupHandled; const toggle = getCollapsibleToggle(); if (toggle?.dataset.collapsibleState === 'collapsed') { toggle.click(); return true; } return false; }, registrationType: 'add',",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,74,TOKENS.entity.jump.home,['home'],,,'Go to top of list',,,,true,,,,,,,False,"{ hotkey: ['home'], scopeId, hotkeyToken: TOKENS.entity.jump.home, description: 'Go to top of list', keyDownHandler: () => { const next = soup.navigate.toFirst(); if (next) { virtualizerHandle()?.scrollToIndex(next.index, { align: 'nearest' }); } return true; }, hide: true, }",mechanical-needs-manual-review
registerHotkey,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,91,,GO_TO_LEADER_KEY,GO_TO_COMMAND_SCOPE,,'Go to top of list',,,() => isScopeInActiveBranch(scopeId),,,,,'add',,,False,"{ hotkey: GO_TO_LEADER_KEY, scopeId: GO_TO_COMMAND_SCOPE, description: 'Go to top of list', condition: () => isScopeInActiveBranch(scopeId), keyDownHandler: () => { const next = soup.navigate.toFirst(); if (next) { virtualizerHandle()?.scrollToIndex(next.index, { align: 'nearest' }); } return true; }, registrationType: 'add', }",mechanical-needs-manual-review
