command_identity,description,hotkeys,scope,parent_scope,shadowing_priority,conditions,hide_rules,input_focus_behavior,browser_or_native,handler_intent,target_react_command_id,telemetry,accessible_alternative,target_disposition,parity_test,source_path,source_line,source_commit,manual_review_notes
soup-entity.mark-read,Mark read,shift+u,soup list scope (split panel scope),global,displayPriority=9; override; tag selection-modification,selection/focused rows resolvable and action allowed on all,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,mark selected read,entity.mark-read,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup-entity.mark-read,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,255,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,Applies to multi-selection or focused row (fallback entity getter for block views).
soup-entity.delete,Delete,delete | backspace,soup list scope (split panel scope),global,displayPriority=10; override; tag selection-modification,selection/focused rows resolvable and action allowed on all,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,delete selected entities (dynamic count description),entity.delete,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup-entity.delete,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,282,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,Applies to multi-selection or focused row (fallback entity getter for block views).
soup-entity.rename,Rename,r,soup list scope (split panel scope),global,displayPriority=10; override; tag selection-modification,selection/focused rows resolvable and action allowed on all,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,rename focused entity,entity.rename,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup-entity.rename,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,323,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,Applies to multi-selection or focused row (fallback entity getter for block views).
soup-entity.favorite,Favorite / Unfavorite,opt+f,soup list scope (split panel scope),global,displayPriority=10; override; tag selection-modification,selection/focused rows resolvable and action allowed on all,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,toggle favorite,entity.toggle-favorite,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup-entity.favorite,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,357,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,Applies to multi-selection or focused row (fallback entity getter for block views).
soup-entity.duplicate,Duplicate,cmd+d,soup list scope (split panel scope),global,displayPriority=10; override; tag selection-modification,selection/focused rows resolvable and action allowed on all,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,duplicate selected entities,entity.duplicate,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup-entity.duplicate,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,386,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,Applies to multi-selection or focused row (fallback entity getter for block views).
soup-entity.move-to-folder,Move to folder,m,soup list scope (split panel scope),global,displayPriority=10; override; tag selection-modification,selection/focused rows resolvable and action allowed on all,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,open move-to-project for selection,entity.move-to-folder,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup-entity.move-to-folder,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,412,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,Applies to multi-selection or focused row (fallback entity getter for block views).
soup-entity.copy-link,Copy link,shift+cmd+c,soup list scope (split panel scope),global,displayPriority=10; override; tag selection-modification,selection/focused rows resolvable and action allowed on all,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,copy share link,entity.copy-link,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup-entity.copy-link,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,440,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,Applies to multi-selection or focused row (fallback entity getter for block views).
soup-entity.copy-branch-name,Copy branch name,shift+cmd+b,soup list scope (split panel scope),global,displayPriority=10; override; tag selection-modification,selection/focused rows resolvable and action allowed on all,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,copy branch name (tasks),entity.copy-branch-name,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup-entity.copy-branch-name,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,462,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,Applies to multi-selection or focused row (fallback entity getter for block views).
soup-entity.copy-id,Copy ID,(none - command menu only),soup list scope (split panel scope),global,displayPriority=10; override; tag selection-modification,selection/focused rows resolvable and action allowed on all,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,copy entity id,entity.copy-id,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup-entity.copy-id,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,486,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,unkeyed command-menu-only. Applies to multi-selection or focused row (fallback entity getter for block views).
soup-entity.remind-me,Remind me,h,soup list scope (split panel scope),global,displayPriority=10; registrationType=add; tag selection-modification,selection/focused rows resolvable and action allowed on all,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,open reminder composer for selection,entity.create-reminder,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup-entity.remind-me,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,512,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,'add' to coexist with soup-navigation 'h' collapse handler on same key (both run by priority until one captures). Applies to multi-selection or focused row (fallback entity getter for block views).
soup-entity.share,Share,(none - command menu only),soup list scope (split panel scope),global,displayPriority=10; override; tag selection-modification,entity type shareable,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,open share dialog,entity.share,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup-entity.share,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,537,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,unkeyed command-menu-only. Applies to multi-selection or focused row (fallback entity getter for block views).
soup-entity.properties,Open property editor,shift+cmd+o,soup list scope (split panel scope),global,displayPriority=10; override; tag selection-modification,selection/focused rows resolvable and action allowed on all,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,open property selector for selected tasks,entity.open-properties,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup-entity.properties,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,558,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,Applies to multi-selection or focused row (fallback entity getter for block views).
soup-entity.tags,Tag items,t,soup list scope (split panel scope),global,displayPriority=10; override; tag selection-modification,selection/focused rows resolvable and action allowed on all,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,open tag editor for selection,entity.tag,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup-entity.tags,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,577,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,Applies to multi-selection or focused row (fallback entity getter for block views).
soup-entity.priority,Set priority,shift+cmd+p,soup list scope (split panel scope),global,displayPriority=10; override; tag selection-modification,selection/focused rows resolvable and action allowed on all,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,edit priority directly,entity.set-priority,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup-entity.priority,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,603,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,Applies to multi-selection or focused row (fallback entity getter for block views).
soup-entity.assignee,Set assignee,shift+cmd+a,soup list scope (split panel scope),global,displayPriority=10; override; tag selection-modification,selection/focused rows resolvable and action allowed on all,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,edit assignees directly,entity.set-assignee,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup-entity.assignee,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,626,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,Applies to multi-selection or focused row (fallback entity getter for block views).
soup-entity.status,Set status,shift+cmd+s,soup list scope (split panel scope),global,displayPriority=10; override; tag selection-modification,selection/focused rows resolvable and action allowed on all,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,edit status directly,entity.set-status,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup-entity.status,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,649,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,Applies to multi-selection or focused row (fallback entity getter for block views).
soup-entity.company-stage,Set stage,(none - command menu only),soup list scope (split panel scope),global,displayPriority=10; override; tag selection-modification,all selected entities are CRM companies,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,edit CRM company stage for selection,entity.set-company-stage,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup-entity.company-stage,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,681,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from companyPropertyCommands loop (3 static); unkeyed command-menu-only. Applies to multi-selection or focused row (fallback entity getter for block views).
soup-entity.company-owner,Set owner,(none - command menu only),soup list scope (split panel scope),global,displayPriority=10; override; tag selection-modification,all selected entities are CRM companies,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,edit CRM company owner for selection,entity.set-company-owner,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup-entity.company-owner,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,681,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from companyPropertyCommands loop (3 static); unkeyed command-menu-only. Applies to multi-selection or focused row (fallback entity getter for block views).
soup-entity.company-revenue,Set revenue,(none - command menu only),soup list scope (split panel scope),global,displayPriority=10; override; tag selection-modification,all selected entities are CRM companies,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,edit CRM company revenue for selection,entity.set-company-revenue,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup-entity.company-revenue,apps/web/src/features/next-soup/actions/use-entity-action-hotkeys.ts,681,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from companyPropertyCommands loop (3 static); unkeyed command-menu-only. Applies to multi-selection or focused row (fallback entity getter for block views).
soup.filter-by-type,Filter by type,f,split panel DOM scope (search view),global,override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,open the type facet menu on the search filters row,soup.filter-by-type,"hotkey_use (global keypress tracker, debounced for repeats)",filter chips,preserve,parity: soup.filter-by-type,apps/web/src/features/next-soup/soup-view/filters-bar/search/search-filters-row.tsx,19,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
soup.sort,Open sort menu,s,split panel DOM scope (list views),global,override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,open the sort dropdown,soup.open-sort,"hotkey_use (global keypress tracker, debounced for repeats)",sort button,preserve,parity: soup.sort,apps/web/src/features/next-soup/soup-view/filters-bar/soup-view-context-sort.tsx,28,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
soup.search-focus,Search,cmd+f,split panel DOM scope (search view),global,registrationType=add,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,focus the search bar editor and select-all its content,soup.focus-search,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup.search-focus,apps/web/src/features/next-soup/soup-view/filters-bar/soup-view-search-bar.tsx,118,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,'add' so it stacks with soup-view.tsx cmd+f on the same scope
soup.filter,Open filter menu,f,split panel DOM scope (list views),global,override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,open unified filter dropdown,soup.open-filter,"hotkey_use (global keypress tracker, debounced for repeats)",filter button,preserve,parity: soup.filter,apps/web/src/features/next-soup/soup-view/filters-bar/unified-filter-dropdown.tsx,836,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,same token TOKENS.soup.filter as search filters-row 'f' (different views)
soup.ask-ai,Ask AI,tab,split panel DOM scope (search view),global,override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,send current search text to a new AI chat replacing the split,soup.ask-ai,"hotkey_use (global keypress tracker, debounced for repeats)",Ask AI button,preserve,parity: soup.ask-ai,apps/web/src/features/next-soup/soup-view/search-ask-ai-button.tsx,32,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,shadows soup tab-switch 'tab' in search view
soup.expand-search,Search (expand collapsed bar),cmd+f,split panel DOM scope (list views),global,registrationType=add,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,expand collapsed/narrow search UI (mobile opens search sheet),soup.expand-search,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup.expand-search,apps/web/src/features/next-soup/soup-view/soup-view.tsx,507,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,'add' stacking with search-bar cmd+f; returns false when already expanded so other handler runs
soup-nav.down-j,Down,j,soup list scope (split panel scope),global,override,split is component/project view or referred from inbox/mail,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,"navigate to next openable entity, open it in split, prefetch next page near end",soup.navigate-down,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup-nav.down-j,apps/web/src/features/next-soup/soup-view/use-soup-navigation-hotkeys.ts,262,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,deliberately NOT disposed with list: stays on split scope so j/k keep driving the originating list after opening an entity
soup-nav.down-arrow,Down,arrowdown,soup list scope (split panel scope),global,override,,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,same as j,soup.navigate-down,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup-nav.down-arrow,apps/web/src/features/next-soup/soup-view/use-soup-navigation-hotkeys.ts,272,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,disposed with the list (grouped)
soup-nav.up-k,Up,k,soup list scope (split panel scope),global,override,split is component/project view or referred from inbox/mail,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,navigate to previous entity and open it,soup.navigate-up,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup-nav.up-k,apps/web/src/features/next-soup/soup-view/use-soup-navigation-hotkeys.ts,283,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,same persistent-registration behavior as j
soup-nav.up-arrow,Up,arrowup,soup list scope (split panel scope),global,override,,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,same as k,soup.navigate-up,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup-nav.up-arrow,apps/web/src/features/next-soup/soup-view/use-soup-navigation-hotkeys.ts,293,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
soup-nav.select-up,Select up,shift+arrowup | shift+k,soup list scope (split panel scope),global,override,,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,extend selection upward while navigating,soup.select-up,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup-nav.select-up,apps/web/src/features/next-soup/soup-view/use-soup-navigation-hotkeys.ts,302,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
soup-nav.select-down,Select down,shift+arrowdown | shift+j,soup list scope (split panel scope),global,override,,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,extend selection downward,soup.select-down,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup-nav.select-down,apps/web/src/features/next-soup/soup-view/use-soup-navigation-hotkeys.ts,314,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
soup-nav.collapse,Collapse item,h | arrowleft,soup list scope (split panel scope),global,registrationType=add; handlerPriority=4,,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,"collapse focused group header / collapsible row, or jump to parent group header",soup.collapse-item,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup-nav.collapse,apps/web/src/features/next-soup/soup-view/use-soup-navigation-hotkeys.ts,352,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,handlerPriority 4 outranks reminder 'h' (default 0) when both apply; returns false to fall through when nothing collapsible
soup-nav.expand,Expand item,l | arrowright,soup list scope (split panel scope),global,registrationType=add; handlerPriority=4,,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,expand focused group header / collapsible row,soup.expand-item,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup-nav.expand,apps/web/src/features/next-soup/soup-view/use-soup-navigation-hotkeys.ts,383,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
soup.jump-top,Go to top of list,home,soup list scope (split panel scope),global,override,,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,focus and scroll to first row,soup.jump-top,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup.jump-top,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,74,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
soup.jump-top-gg,Go to top of list (g g),g g,command-scope-go-to,global (leader 'g'),registrationType=add,this soup's scope is in the active branch,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,same via GO_TO leader scope,soup.jump-top,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup.jump-top-gg,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,91,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,"registered in command-scope-go-to, one per mounted soup list; condition picks the focused one"
soup.jump-bottom,Go to bottom of list,shift+g | end,soup list scope (split panel scope),global,override,,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,focus and scroll to last row,soup.jump-bottom,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup.jump-bottom,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,107,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
soup.open,Open,enter,soup list scope (split panel scope),global,displayPriority=4; override,,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,open focused entity in split; toggles group headers; load-more rows fetch; channel rows open single-stack notification,soup.open-focused,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup.open,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,142,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
soup.focus-preview,Focus Preview,cmd+enter,soup list scope (split panel scope),global,displayPriority=4; override,split is a preview controller,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,activate the paired preview viewer split,soup.focus-preview,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup.focus-preview,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,194,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
soup.open-replace-preview,Open to replace preview,opt+enter,soup list scope (split panel scope),global,override,controller split with focused row,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,open focused entity replacing the whole preview pair,soup.open-replace-preview,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup.open-replace-preview,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,213,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
soup.toggle-select,Toggle select item,x,soup list scope (split panel scope),global,displayPriority=10; override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,toggle multi-select on focused row,soup.toggle-select,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup.toggle-select,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,234,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
soup.select-all,Toggle select all,cmd+a,soup list scope (split panel scope),global,displayPriority=10; override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,select/clear all rows,soup.toggle-select-all,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup.select-all,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,248,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
soup.command-menu,Open command menu (selection-aware),cmd+k,soup list scope (split panel scope),global,displayPriority=10; override,CommandState not open,hidden while menu open,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,with multi-selection open command menu in entity-action mode (selection preview + selection-modification commands); else normal toggle,soup.command-menu,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup.command-menu,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,269,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,shadows global cmd+k while soup scope active; telemetry command_menu_open{from:soup_view_entity_action|soup_view}; leftover console.log('## CMD K - soup view')
soup.escape-multi,Clear multi selection / Close spotlight,escape,soup list scope (split panel scope),global,override,"selection>0 in unified list, or split spotlighted",,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,"clear selection when any, else close spotlight",soup.escape,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup.escape-multi,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,303,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,dynamic description; not added to disposal group (registered bare)
soup.open-new-split,Open in new split,shift+enter,soup list scope (split panel scope),global,override,focused row exists,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,open focused entity in a new split,soup.open-new-split,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup.open-new-split,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,323,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
soup.tab-1,Switch to tab 1,1,soup list scope (split panel scope),global,override,active view defines >= 1 tabs,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,apply the view's tab preset #1,soup.switch-tab-1,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup.tab-1,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,366,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from tabNumberKeys loop (9 static)
soup.tab-2,Switch to tab 2,2,soup list scope (split panel scope),global,override,active view defines >= 2 tabs,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,apply the view's tab preset #2,soup.switch-tab-2,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup.tab-2,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,366,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from tabNumberKeys loop (9 static)
soup.tab-3,Switch to tab 3,3,soup list scope (split panel scope),global,override,active view defines >= 3 tabs,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,apply the view's tab preset #3,soup.switch-tab-3,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup.tab-3,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,366,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from tabNumberKeys loop (9 static)
soup.tab-4,Switch to tab 4,4,soup list scope (split panel scope),global,override,active view defines >= 4 tabs,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,apply the view's tab preset #4,soup.switch-tab-4,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup.tab-4,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,366,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from tabNumberKeys loop (9 static)
soup.tab-5,Switch to tab 5,5,soup list scope (split panel scope),global,override,active view defines >= 5 tabs,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,apply the view's tab preset #5,soup.switch-tab-5,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup.tab-5,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,366,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from tabNumberKeys loop (9 static)
soup.tab-6,Switch to tab 6,6,soup list scope (split panel scope),global,override,active view defines >= 6 tabs,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,apply the view's tab preset #6,soup.switch-tab-6,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup.tab-6,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,366,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from tabNumberKeys loop (9 static)
soup.tab-7,Switch to tab 7,7,soup list scope (split panel scope),global,override,active view defines >= 7 tabs,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,apply the view's tab preset #7,soup.switch-tab-7,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup.tab-7,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,366,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from tabNumberKeys loop (9 static)
soup.tab-8,Switch to tab 8,8,soup list scope (split panel scope),global,override,active view defines >= 8 tabs,hide=true,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,apply the view's tab preset #8,soup.switch-tab-8,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: soup.tab-8,apps/web/src/features/next-soup/soup-view/use-soup-view-hotkeys.ts,366,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from tabNumberKeys loop (9 static)
