interface_or_capability,method,source_repo,source_pin,source_path,source_line,caller_surface,input_output_semantics,state_owner,authorization_boundary,reads_side_effects,subscriptions_callbacks,ordering_idempotency,target_disposition,compatibility_adapter,contract_or_parity_test,migration_dependency,review_status,notes
Overseer,listShareLinks,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1681,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),() -> ShareLinkInfo[],Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,read-only,none,idempotent read,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,updateShareLink,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1685,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),"(linkId, note?) -> void; edits stored note only (secrets unavailable post-create)",Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,writes link metadata,none,idempotent write,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,revokeShareLink,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1691,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),"(linkId, keepUsers) -> AffectedCollaborator[]; revokes every key of the link; transitive removal/downgrade with keepUsers re-parenting",Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,rewrites permission graph,none,destructive graph surgery,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
Overseer,previewRevokeShareLink,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,1696,workshop-frontend workspace editor (routes/workspace.$id.tsx + ChatInterface/GadgetCodeInterface/ShareModal etc; grep-verified),(linkId) -> AffectedCollaborator[] that would change,Overseer DO - one per workspace (overseer.ts OverseerClientInterface),workspace collaborator capability from openGadget; role-gated: UseOverseerInterface (overseer.ts:8767) default-denies everything not allowed to 'use' role,read-only (pure preview),none,idempotent read,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
ActionsSubscriber,entry,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,2346,server->client push; useActions.ts implements,(ActionLogEntry) -> void; upsert (adds AND state updates),client (callback target),stub passed to subscribeToActions,client state upsert,callback (server->client),in-order; upsert,preserve,none (kernel-native),parity:subscription-replay,none,manually-reviewed,
ActionsSubscriber,ready,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,2347,server->client push; useActions.ts implements,() -> void; initial replay complete,client (callback target),stub passed to subscribeToActions,client loading flip,callback (server->client),once after replay,preserve,none (kernel-native),parity:subscription-replay,none,manually-reviewed,
AiChatSubscriber,streamGeneration,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,2359,server->client push; ChatInterface.tsx implements,"(generation) -> void; sent EXACTLY ONCE first, before any other callback; opaque DO-instance id - changed value on resubscribe means DO restarted: discard provisional streaming state; same value: keep it",client (callback target),stub passed to subscribeToChat,client stream-state gate,callback (server->client),"first callback, exactly once per subscription",preserve,none (kernel-native),parity:subscription-replay,none,manually-reviewed,Reconnect-vs-restart disambiguation protocol; easy to get wrong in a rewrite.
AiChatSubscriber,metadata,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,2362,server->client push; ChatInterface.tsx implements,(AiChatMetadata) -> void; changed or new thread,client (callback target),stub passed to subscribeToChat,client upsert,callback,in-order,preserve,none (kernel-native),parity:subscription-replay,none,manually-reviewed,
AiChatSubscriber,deleted,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,2365,server->client push; ChatInterface.tsx implements,(chatId) -> void,client (callback target),stub passed to subscribeToChat,client removal,callback,in-order,preserve,none (kernel-native),parity:subscription-replay,none,manually-reviewed,
AiChatSubscriber,message,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,2368,server->client push; ChatInterface.tsx implements,(AiChatMessage) -> void; durable message append (13 body variants incl. changes/merge/revert/action/connectionRequest - see AiChatMessageBody api.ts:1776),client (callback target),stub passed to subscribeToChat,client append; supersedes matching provisional stream content,callback,in-order; arrival clears corresponding provisional state,preserve,none (kernel-native),parity:subscription-replay,none,manually-reviewed,
AiChatSubscriber,draftUpdate,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,2373,server->client push; ChatInterface.tsx implements,"(chatId, timestamp, author, Yjs update) -> void; persisted live-draft update; subscriptions replay all stored draft updates so late joiners reconstruct branch state",client (callback target),stub passed to subscribeToChat,client applies to draft branch,callback,replayed-on-subscribe then incremental; in-order,preserve,none (kernel-native),parity:subscription-replay,none,manually-reviewed,
AiChatSubscriber,draftCleared,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,2376,server->client push; ChatInterface.tsx implements,(chatId) -> void; all persisted draft updates cleared,client (callback target),stub passed to subscribeToChat,client resets draft branch,callback,in-order,preserve,none (kernel-native),parity:subscription-replay,none,manually-reviewed,
AiChatSubscriber,stream,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,2379,server->client push; ChatInterface.tsx implements,"(chatId, AiChatStreamEvent - 14 variants: compacting/compacted/textDelta/reasoningDelta/toolCallStarted/toolCodeDelta/toolCallFinished/setActiveFile/toolCallTarget/toolCallOutputFormat/toolOutputDelta/codeReset/codeUpdate) -> void; provisional, never persist; discard when durable message arrives or agent stops; at most one provisional stream per chat",client (callback target),stub passed to subscribeToChat,client provisional render only,callback,in-order; provisional-discard protocol documented,preserve,none (kernel-native),parity:streaming,none,manually-reviewed,Clients may ignore unknown event types - forward-compat rule to preserve.
ConsoleLogSubscriber,event,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,2391,server->client push; gadget console/log pane implements,"(chatId|null, ConsoleLogEvent[]) -> Promise<void>; batched; non-null chatId ties logs to that chat's proposed-code version (report to agent session)",client (callback target),stub passed to subscribeToConsoleLogs,client render + optional agent report,callback (server->client); NOTE async return (Promise) unlike other subscribers,batched; in-order,preserve,none (kernel-native),parity:subscription-replay,none,manually-reviewed,Only subscriber callback returning Promise - backpressure-relevant.
WorkpiecesSubscriber,entry,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,2436,server->client push; workspace shell implements,"(WorkpieceSummary {id, type:'gadget', title, output?, filesRoot?, chatId? provisional}) -> void; upsert",client (callback target),stub passed to subscribeToWorkpieces,client upsert,callback,replay-then-ready; upsert; in-order,preserve,none (kernel-native),parity:subscription-replay,none,manually-reviewed,chatId field = provisional-to-chat visibility rule (show only while that chat open).
WorkpiecesSubscriber,removed,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,2439,server->client push; workspace shell implements,(WorkpieceId) -> void,client (callback target),stub passed to subscribeToWorkpieces,client removal,callback,in-order,preserve,none (kernel-native),parity:subscription-replay,none,manually-reviewed,
WorkpiecesSubscriber,ready,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,2442,server->client push; workspace shell implements,() -> void; initial replay complete,client (callback target),stub passed to subscribeToWorkpieces,client loading flip,callback,once after replay,preserve,none (kernel-native),parity:subscription-replay,none,manually-reviewed,
WorkpieceClient,getId,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,2699,workshop-frontend workspace shell (grep-verified),() -> WorkpieceId; unique across ALL workpiece types in workspace (shared sequential namespace),Overseer DO workpiece registry,capability minted by Overseer (createGadget/getGadget/getGatekeeperById/newGatekeeper*),read-only,none,idempotent read,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
WorkpieceClient,getTitle,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,2703,workshop-frontend workspace shell (grep-verified),() -> string; gadget: user-renamable title; gatekeeper: connected resource title,Overseer DO workpiece registry,capability minted by Overseer (createGadget/getGadget/getGatekeeperById/newGatekeeper*),read-only,none,idempotent read,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
WorkpieceClient,setTitle,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,2710,workshop-frontend workspace shell (grep-verified),(title) -> void; local display name only - never mutates the remote resource for gatekeepers,Overseer DO workpiece registry,capability minted by Overseer (createGadget/getGadget/getGatekeeperById/newGatekeeper*),writes workpiece title,none,idempotent write,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
WorkpieceClient,remove,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,2718,workshop-frontend workspace shell (grep-verified),"() -> void; gadget: deletes registry entry, bindings, hooks, clears files (bound gatekeepers survive); gatekeeper: destroys the connection itself (distinct from GadgetClient.unbind)",Overseer DO workpiece registry,capability minted by Overseer (createGadget/getGadget/getGatekeeperById/newGatekeeper*),destructive delete (type-dependent scope),removed() via WorkpiecesSubscriber,destructive,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
GadgetClient,getUiBundle,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,2729,GadgetUI.tsx,(chatId?) -> UiBundle {jsCode} | null (null = no deployed UI); chatId includes that chat's proposed changes,Overseer DO gadget facet (overseer.ts GadgetClientImpl),capability from Overseer.createGadget/getGadget; 'use' role limited to getUiBundle/connectToGadget/exportPdf/metadata via UseGadgetClientInterface (overseer.ts:9258),read-only,none,idempotent read,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,Allowed to 'use' role. jsCode-over-RPC is a TODO in source (may move to HTTP serving) - treat format as provisional.
GadgetClient,connectToGadget,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,2739,GadgetUI.tsx sandbox wiring,(chatId?) -> RpcStub<any>; gadget's server-side DO facet; frontend passes stub into sandboxed iframe; agent may call directly; chatId = draft-code variant,Overseer DO gadget facet (overseer.ts GadgetClientImpl),capability from Overseer.createGadget/getGadget; 'use' role limited to getUiBundle/connectToGadget/exportPdf/metadata via UseGadgetClientInterface (overseer.ts:9258),mints DYNAMIC capability (gadget-defined interface),returns untyped RpcStub,per-call session,preserve,none (kernel-native),contract:capability-lifecycle + per-gadget,none,manually-reviewed,Allowed to 'use' role. Surface behind the stub is gadget-authored - cannot be frozen by this ledger; note @ts-ignore TODO in source.
GadgetClient,exportPdf,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,2745,GadgetExportMenu.tsx,(chatId?) -> ReadableStream<Uint8Array>; renders gadget UI to PDF; chatId includes proposed changes,Overseer DO gadget facet (overseer.ts GadgetClientImpl),capability from Overseer.createGadget/getGadget; 'use' role limited to getUiBundle/connectToGadget/exportPdf/metadata via UseGadgetClientInterface (overseer.ts:9258),server-side browser render,streaming result,idempotent render,preserve,none (kernel-native),contract:streaming,none,manually-reviewed,Allowed to 'use' role.
GadgetClient,listBindings,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,2757,"workshop-frontend gadget panes (GadgetUI.tsx, GadgetExportMenu.tsx, bindings UI) + backend agent tools",(chatId?) -> GadgetBindingInfo[]; with chatId includes bindings proposed-but-unaccepted in that chat,Overseer DO gadget facet (overseer.ts GadgetClientImpl),capability from Overseer.createGadget/getGadget; 'use' role limited to getUiBundle/connectToGadget/exportPdf/metadata via UseGadgetClientInterface (overseer.ts:9258),read-only,none,idempotent read,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
GadgetClient,getBinding,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,2760,"workshop-frontend gadget panes (GadgetUI.tsx, GadgetExportMenu.tsx, bindings UI) + backend agent tools",(name) -> GatekeeperClient<any> | null,Overseer DO gadget facet (overseer.ts GadgetClientImpl),capability from Overseer.createGadget/getGadget; 'use' role limited to getUiBundle/connectToGadget/exportPdf/metadata via UseGadgetClientInterface (overseer.ts:9258),read; mints capability,returns GatekeeperClient capability,idempotent,preserve,none (kernel-native),contract:capability-lifecycle,none,manually-reviewed,
GadgetClient,bind,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,2769,"workshop-frontend gadget panes (GadgetUI.tsx, GadgetExportMenu.tsx, bindings UI) + backend agent tools","(name, target WorkpieceId, chatId?) -> void; validated via validateBindingName (identifier, non-reserved, non-prototype-polluting); throws if taken incl. provisionally by another chat; with chatId binding is proposed until mergeChanges",Overseer DO gadget facet (overseer.ts GadgetClientImpl),capability from Overseer.createGadget/getGadget; 'use' role limited to getUiBundle/connectToGadget/exportPdf/metadata via UseGadgetClientInterface (overseer.ts:9258),writes binding edge (possibly provisional),changes message via AiChatSubscriber when chatId given,throws-on-conflict; NOT idempotent,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,validateBindingName (api.ts:177) is shared contract - includes __proto__/prototype pollution guard.
GadgetClient,bindWithSuggestedName,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,2774,"workshop-frontend gadget panes (GadgetUI.tsx, GadgetExportMenu.tsx, bindings UI) + backend agent tools","(target, chatId?) -> name; if not bound, picks name from resource suggestion deduped; if already bound, NO-OP returning existing name",Overseer DO gadget facet (overseer.ts GadgetClientImpl),capability from Overseer.createGadget/getGadget; 'use' role limited to getUiBundle/connectToGadget/exportPdf/metadata via UseGadgetClientInterface (overseer.ts:9258),writes binding edge or no-op,as bind,IDEMPOTENT by design (documented no-op path),preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
GadgetClient,unbind,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,2779,"workshop-frontend gadget panes (GadgetUI.tsx, GadgetExportMenu.tsx, bindings UI) + backend agent tools",(name) -> void; removes edge only - target gatekeeper survives (GatekeeperClient.remove destroys connection),Overseer DO gadget facet (overseer.ts GadgetClientImpl),capability from Overseer.createGadget/getGadget; 'use' role limited to getUiBundle/connectToGadget/exportPdf/metadata via UseGadgetClientInterface (overseer.ts:9258),deletes binding edge,none,destructive edge-only,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
GadgetClient,renameBinding,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,2783,"workshop-frontend gadget panes (GadgetUI.tsx, GadgetExportMenu.tsx, bindings UI) + backend agent tools","(oldName, newName) -> void; preserves target + blueprint annotation; throws if oldName missing or newName reserved/taken",Overseer DO gadget facet (overseer.ts GadgetClientImpl),capability from Overseer.createGadget/getGadget; 'use' role limited to getUiBundle/connectToGadget/exportPdf/metadata via UseGadgetClientInterface (overseer.ts:9258),rewrites edge key,none,throws-on-conflict,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
GadgetClient,getBlueprintAnnotation,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,2787,"workshop-frontend gadget panes (GadgetUI.tsx, GadgetExportMenu.tsx, bindings UI) + backend agent tools",(name) -> BlueprintBindingAnnotation | null; annotations live on the EDGE not the gatekeeper (two gadgets can annotate same gatekeeper differently),Overseer DO gadget facet (overseer.ts GadgetClientImpl),capability from Overseer.createGadget/getGadget; 'use' role limited to getUiBundle/connectToGadget/exportPdf/metadata via UseGadgetClientInterface (overseer.ts:9258),read-only,none,idempotent read,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
GadgetClient,setBlueprintAnnotation,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,2790,"workshop-frontend gadget panes (GadgetUI.tsx, GadgetExportMenu.tsx, bindings UI) + backend agent tools","(name, annotation {title, description, suggestValue?}) -> void",Overseer DO gadget facet (overseer.ts GadgetClientImpl),capability from Overseer.createGadget/getGadget; 'use' role limited to getUiBundle/connectToGadget/exportPdf/metadata via UseGadgetClientInterface (overseer.ts:9258),writes edge annotation,none,idempotent write,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
GadgetClient,createBlueprint,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,2800,"workshop-frontend gadget panes (GadgetUI.tsx, GadgetExportMenu.tsx, bindings UI) + backend agent tools","(title? = gadget title, description?, screenshot?) -> BlueprintGadgetSummary; snapshots committed code + binding metadata; stores locally then propagates User DO + KV + R2; blueprint ALWAYS owned by workspace owner regardless of caller",Overseer DO gadget facet (overseer.ts GadgetClientImpl),capability from Overseer.createGadget/getGadget; 'use' role limited to getUiBundle/connectToGadget/exportPdf/metadata via UseGadgetClientInterface (overseer.ts:9258),creates blueprint + multi-store propagation,none,not idempotent (new id per call); propagation failure sets dirty flag (retryBlueprintPublish),preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,Owner-not-caller ownership rule is a deliberate authz decision.
GatekeeperClient,describe,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,2808,FE connection UI + backend agent/capsule denormalization (29 BE refs),() -> ResourceDescription incl. schema of the resource's RPC interface,Overseer DO gatekeeper record + the vendor gatekeeper worker behind it,capability from Overseer (build role); Session generic = vendor-defined,read-only (may start gatekeeper),none,idempotent read,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
GatekeeperClient,openSession,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,2812,backend agent env wiring; no direct FE caller found,"() -> RpcStub<Session> (generic, vendor-defined RpcCompatible type); direct session to the resource - used esp. by agent executeCode",Overseer DO gatekeeper record + the vendor gatekeeper worker behind it,capability from Overseer (build role); Session generic = vendor-defined,mints DYNAMIC capability,returns vendor-defined session stub,per-call session,preserve,none (kernel-native),contract:capability-lifecycle + per-vendor,none,manually-reviewed,Generic parameter = vendor gatekeeper contract; per-vendor session surfaces (19 gatekeeper packages) are outside api.ts and this ledger.
GatekeeperClient,getCreationSpec,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,2815,workshop-frontend connection UI + backend agent (describe used ~29 backend sites),"() -> GatekeeperCreationSpec (gatekeeper|aiModel|agentSpawner|ambient discriminated union); how it was created, for binding recreation + blueprint derivation",Overseer DO gatekeeper record + the vendor gatekeeper worker behind it,capability from Overseer (build role); Session generic = vendor-defined,read-only,none,idempotent read,preserve,none (kernel-native),contract:req-resp,none,manually-reviewed,
PresenceSubscriber,init,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,2843,server->client push; components/GadgetPresence.tsx implements,"(PresenceParticipant[]) -> void; full roster, once on subscribe",client (callback target),stub passed to subscribeToPresence,client roster init,callback,"exactly once, first",preserve,none (kernel-native),parity:subscription-replay,none,manually-reviewed,
PresenceSubscriber,add,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,2844,server->client push; components/GadgetPresence.tsx implements,"(PresenceParticipant {key, user, role}) -> void",client (callback target),stub passed to subscribeToPresence,client roster add,callback,in-order; keyed by opaque key,preserve,none (kernel-native),parity:subscription-replay,none,manually-reviewed,
PresenceSubscriber,remove,cloudflare-os,bf7f762d7fa73553284d731ab6a978d3ea17be24,packages/workshop-shared/src/api.ts,2845,server->client push; components/GadgetPresence.tsx implements,(key) -> void,client (callback target),stub passed to subscribeToPresence,client roster removal,callback,in-order,preserve,none (kernel-native),parity:subscription-replay,none,manually-reviewed,
